fbgn	protein_id	total_length	disorder_fraction	max_disordered_region	n_disordered_residues	mean_score
FBgn0015794	FBpp0070814	197	0.2538	20	50	0.3528
FBgn0029783	FBpp0070817	312	0.4295	33	134	0.3789
FBgn0029824	FBpp0309797	682	0.5528	144	377	0.4146
FBgn0029825	FBpp0070824	477	0.7191	93	343	0.4665
FBgn0052756	FBpp0070825	459	0.7015	112	322	0.4547
FBgn0029826	FBpp0070826	308	0.1851	9	57	0.3104
FBgn0052755	FBpp0070827	315	0.2381	21	75	0.3116
FBgn0029827	FBpp0070828	362	0.2376	36	86	0.3076
FBgn0029828	FBpp0070829	307	0.2020	24	62	0.3381
FBgn0029830	FBpp0070830	1058	0.3393	61	359	0.3756
FBgn0029831	FBpp0070831	540	0.3167	37	171	0.3536
FBgn0029833	FBpp0070832	182	0.2308	30	42	0.3501
FBgn0029834	FBpp0293888	2051	0.3749	85	769	0.3770
FBgn0029835	FBpp0293886	886	0.6411	100	568	0.4570
FBgn0029843	FBpp0070837	849	0.5112	36	434	0.3976
FBgn0029849	FBpp0070839	352	0.0881	23	31	0.2426
FBgn0003514	FBpp0070842	174	0.4425	25	77	0.4081
FBgn0029848	FBpp0070843	553	0.4069	41	225	0.3747
FBgn0040069	FBpp0070844	558	0.4534	54	253	0.3827
FBgn0052751	FBpp0309511	525	0.4933	60	259	0.3897
FBgn0052750	FBpp0070846	523	0.3786	29	198	0.3660
FBgn0026060	FBpp0070849	453	0.5717	86	259	0.4039
FBgn0029840	FBpp0305180	1621	0.3553	58	576	0.3686
FBgn0029839	FBpp0070851	261	0.2184	22	57	0.3248
FBgn0029838	FBpp0070852	193	0.4041	41	78	0.3617
FBgn0029837	FBpp0303596	287	0.3415	30	98	0.3046
FBgn0003302	FBpp0070854	335	0.6597	73	221	0.4703
FBgn0029003	FBpp0070855	365	0.3671	20	134	0.3703
FBgn0027546	FBpp0070856	368	0.3668	25	135	0.3735
FBgn0005390	FBpp0070857	1836	0.4570	56	839	0.3932
FBgn0029851	FBpp0308579	362	0.4751	52	172	0.4047
FBgn0015818	FBpp0070859	347	0.5418	82	188	0.4064
FBgn0029853	FBpp0070860	221	0.5294	41	117	0.3984
FBgn0028982	FBpp0070861	1831	0.6204	71	1136	0.4370
FBgn0029857	FBpp0070862	424	0.3656	25	155	0.3857
FBgn0029858	FBpp0070863	544	0.5404	45	294	0.4087
FBgn0029861	FBpp0070864	878	0.6390	92	561	0.4427
FBgn0029863	FBpp0070865	295	0.4203	38	124	0.3810
FBgn0029864	FBpp0111868	1598	0.8360	195	1336	0.5074
FBgn0029866	FBpp0070868	406	0.4360	63	177	0.3866
FBgn0029867	FBpp0070870	380	0.5895	39	224	0.4352
FBgn0029873	FBpp0070874	321	0.8910	254	286	0.6178
FBgn0014031	FBpp0070875	394	0.2437	18	96	0.3401
FBgn0000524	FBpp0070876	738	0.5786	172	427	0.4560
FBgn0014026	FBpp0070877	271	0.7565	65	205	0.4505
FBgn0029874	FBpp0070880	453	0.7329	88	332	0.4761
FBgn0003139	FBpp0070883	303	0.2574	23	78	0.3469
FBgn0003655	FBpp0070884	548	0.7865	108	431	0.4749
FBgn0029868	FBpp0070885	154	0.5260	28	81	0.4024
FBgn0043796	FBpp0070886	562	0.6157	71	346	0.4338
FBgn0028685	FBpp0293948	397	0.3854	47	153	0.3893
FBgn0026015	FBpp0070891	875	0.3829	35	335	0.3752
FBgn0029856	FBpp0305700	301	0.6910	52	208	0.4430
FBgn0040918	FBpp0070898	400	0.3400	71	136	0.3393
FBgn0031254	FBpp0077717	193	0.4041	34	78	0.3960
FBgn0031255	FBpp0077718	549	0.4062	53	223	0.3804
FBgn0004583	FBpp0077719	1427	0.6734	90	961	0.4508
FBgn0031256	FBpp0077720	354	0.6299	57	223	0.4145
FBgn0031257	FBpp0077721	667	0.6222	79	415	0.4353
FBgn0027592	FBpp0077722	749	0.6689	155	501	0.4570
FBgn0003963	FBpp0302929	1212	0.6031	156	731	0.4322
FBgn0031263	FBpp0077726	185	0.2432	25	45	0.3032
FBgn0031265	FBpp0077727	700	0.3057	48	214	0.3587
FBgn0031266	FBpp0077728	1340	0.4545	108	609	0.3910
FBgn0031268	FBpp0077729	153	0.4510	65	69	0.3569
FBgn0023489	FBpp0077730	357	0.4986	67	178	0.4174
FBgn0010323	FBpp0309910	473	0.6321	63	299	0.4557
FBgn0013323	FBpp0312235	218	0.4587	30	100	0.3890
FBgn0031267	FBpp0077734	309	0.5016	30	155	0.3999
FBgn0021874	FBpp0077735	488	0.3852	40	188	0.3827
FBgn0031264	FBpp0077736	795	0.8855	199	704	0.5588
FBgn0005660	FBpp0077739	475	0.7116	110	338	0.4603
FBgn0031260	FBpp0077740	389	0.2288	36	89	0.2962
FBgn0010602	FBpp0077741	159	0.5912	29	94	0.4176
FBgn0043364	FBpp0077743	428	0.8178	87	350	0.4827
FBgn0031258	FBpp0301737	1472	0.7758	181	1142	0.4701
FBgn0015924	FBpp0077747	491	0.3483	42	171	0.3628
FBgn0031253	FBpp0077749	141	0.2128	18	30	0.3425
FBgn0031252	FBpp0077750	347	0.5072	53	176	0.3977
FBgn0031251	FBpp0077752	1253	0.9066	192	1136	0.5255
FBgn0031250	FBpp0077753	476	0.1975	23	94	0.2778
FBgn0051921	FBpp0077755	713	0.8093	248	577	0.5178
FBgn0031249	FBpp0077757	277	0.3466	48	96	0.3502
FBgn0031248	FBpp0077758	271	0.3764	22	102	0.3609
FBgn0067779	FBpp0077759	1007	0.7706	117	776	0.4781
FBgn0031213	FBpp0077760	503	0.4294	35	216	0.3890
FBgn0031214	FBpp0297499	401	0.4613	34	185	0.3774
FBgn0031216	FBpp0077762	2064	0.5203	76	1074	0.4015
FBgn0031217	FBpp0077763	374	0.5909	62	221	0.3933
FBgn0001142	FBpp0077774	399	0.4937	49	197	0.3911
FBgn0031224	FBpp0077775	238	0.7269	101	173	0.4748
FBgn0031228	FBpp0077776	101	0.4257	33	43	0.3992
FBgn0031229	FBpp0077778	347	0.4150	50	144	0.3926
FBgn0031231	FBpp0077783	248	0.4919	70	122	0.4192
FBgn0031233	FBpp0077784	715	0.5566	81	398	0.4134
FBgn0031235	FBpp0077785	443	0.7472	125	331	0.4546
FBgn0031240	FBpp0077786	666	0.5706	123	380	0.4299
FBgn0003444	FBpp0077788	1036	0.5618	107	582	0.3947
FBgn0031247	FBpp0077789	125	0.7360	92	92	0.4767
FBgn0024352	FBpp0077790	490	0.6755	72	331	0.4521
FBgn0020622	FBpp0303632	496	0.6552	58	325	0.4267
FBgn0017457	FBpp0077792	264	0.6402	48	169	0.4475
FBgn0025686	FBpp0077793	505	0.4475	52	226	0.3794
FBgn0031245	FBpp0077795	248	0.1895	17	47	0.2736
FBgn0031244	FBpp0077796	275	0.1891	26	52	0.2663
FBgn0031238	FBpp0077799	505	0.4970	86	251	0.4163
FBgn0031239	FBpp0077801	968	0.6591	128	638	0.4203
FBgn0031232	FBpp0077805	294	0.8163	96	240	0.5136
FBgn0031227	FBpp0077806	500	0.4800	63	240	0.3972
FBgn0051974	FBpp0303495	416	0.4207	31	175	0.3697
FBgn0051975	FBpp0291405	416	0.4135	33	172	0.3762
FBgn0051976	FBpp0311956	194	0.5825	23	113	0.4057
FBgn0031219	FBpp0077818	134	0.6045	50	81	0.4160
FBgn0026787	FBpp0290667	649	0.3529	102	229	0.3170
FBgn0002931	FBpp0288762	360	0.7000	65	252	0.4661
FBgn0051973	FBpp0077822	1998	0.7933	219	1585	0.4888
FBgn0031209	FBpp0111921	842	0.4549	56	383	0.3816
FBgn0002121	FBpp0077828	1161	0.4668	94	542	0.3973
FBgn0036970	FBpp0077830	416	0.2885	24	120	0.3573
FBgn0036974	FBpp0304202	447	0.4586	42	205	0.3882
FBgn0036975	FBpp0077837	510	0.3000	44	153	0.3510
FBgn0024887	FBpp0077839	390	0.6256	77	244	0.4503
FBgn0036977	FBpp0300878	395	0.3114	28	123	0.3296
FBgn0001259	FBpp0077841	869	0.4695	68	408	0.4064
FBgn0036979	FBpp0423044	352	0.5795	84	204	0.4118
FBgn0036980	FBpp0303190	783	0.3384	45	265	0.3609
FBgn0036985	FBpp0077849	2284	0.9159	1858	2092	0.5436
FBgn0036991	FBpp0077852	493	0.8316	230	410	0.4965
FBgn0036993	FBpp0077853	251	0.4861	56	122	0.4003
FBgn0036996	FBpp0077854	399	0.3609	25	144	0.3545
FBgn0036997	FBpp0077855	367	0.3351	26	123	0.3623
FBgn0036998	FBpp0077856	105	0.3429	30	36	0.2924
FBgn0036999	FBpp0077857	354	0.3023	24	107	0.3548
FBgn0037001	FBpp0077859	416	0.3822	26	159	0.3724
FBgn0052425	FBpp0077861	759	0.5718	65	434	0.4354
FBgn0037003	FBpp0077864	542	0.2675	93	145	0.3139
FBgn0037004	FBpp0077865	504	0.2341	93	118	0.3058
FBgn0037005	FBpp0077866	447	0.1253	19	56	0.2581
FBgn0037009	FBpp0077867	163	0.1779	29	29	0.2621
FBgn0037011	FBpp0077868	260	0.1500	11	39	0.3235
FBgn0037013	FBpp0077869	192	0.2865	20	55	0.3446
FBgn0001323	FBpp0077870	647	0.6553	168	424	0.4596
FBgn0037012	FBpp0077871	452	0.6770	135	306	0.4580
FBgn0037008	FBpp0077873	354	0.6130	67	217	0.4252
FBgn0037007	FBpp0077874	201	0.7214	64	145	0.4722
FBgn0037000	FBpp0077878	513	0.3840	47	197	0.3480
FBgn0052428	FBpp0292443	238	0.5924	64	141	0.4529
FBgn0036995	FBpp0077881	1535	0.5498	111	844	0.4190
FBgn0036994	FBpp0077882	382	0.6754	87	258	0.4419
FBgn0036992	FBpp0077883	380	0.4237	32	161	0.3862
FBgn0036990	FBpp0077885	286	0.5490	84	157	0.4238
FBgn0029158	FBpp0288705	377	0.6286	88	237	0.4409
FBgn0036988	FBpp0077888	509	0.1847	27	94	0.2672
FBgn0036987	FBpp0077889	373	0.3914	22	146	0.3733
FBgn0036986	FBpp0077891	451	0.3237	38	146	0.3542
FBgn0036984	FBpp0077892	669	0.1734	46	116	0.2641
FBgn0028978	FBpp0077893	484	0.4401	48	213	0.3954
FBgn0027565	FBpp0077896	448	0.4955	83	222	0.4059
FBgn0001247	FBpp0271781	990	0.4707	65	466	0.3959
FBgn0036978	FBpp0077898	900	0.3922	44	353	0.3669
FBgn0036973	FBpp0077900	489	0.3906	44	191	0.3690
FBgn0037014	FBpp0077901	1088	0.7684	241	836	0.4930
FBgn0037016	FBpp0077903	384	0.5339	66	205	0.4029
FBgn0040634	FBpp0077904	85	0.9412	37	80	0.5282
FBgn0016696	FBpp0077905	952	0.7511	189	715	0.4983
FBgn0037020	FBpp0077909	280	0.6214	47	174	0.4211
FBgn0037024	FBpp0077912	348	0.3764	50	131	0.3890
FBgn0037025	FBpp0302830	1960	0.8724	354	1710	0.5101
FBgn0037027	FBpp0077914	926	0.7138	121	661	0.4553
FBgn0037030	FBpp0077920	226	0.5177	34	117	0.3865
FBgn0040636	FBpp0077921	67	0.2239	10	15	0.2530
FBgn0037031	FBpp0077922	445	0.5708	68	254	0.4341
FBgn0040637	FBpp0077923	98	0.0102	1	1	0.2162
FBgn0037035	FBpp0077924	386	0.3420	44	132	0.3788
FBgn0011591	FBpp0077925	412	0.4199	49	173	0.3734
FBgn0052432	FBpp0077926	1307	0.5960	141	779	0.4233
FBgn0027055	FBpp0077927	445	0.4090	26	182	0.3709
FBgn0037026	FBpp0077930	537	0.3389	35	182	0.3734
FBgn0037023	FBpp0077931	340	0.5353	82	182	0.4000
FBgn0027364	FBpp0077932	392	0.5587	94	219	0.4230
FBgn0037022	FBpp0077934	484	0.4814	84	233	0.3857
FBgn0037021	FBpp0077935	920	0.6054	141	557	0.4304
FBgn0037019	FBpp0077936	341	0.4076	54	139	0.3767
FBgn0037018	FBpp0077937	284	0.5458	77	155	0.4143
FBgn0037017	FBpp0428245	316	0.4557	44	144	0.3918
FBgn0045474	FBpp0077939	449	0.1537	20	69	0.2648
FBgn0037015	FBpp0112096	273	0.5531	93	151	0.4034
FBgn0001320	FBpp0311151	434	0.5323	73	231	0.4057
FBgn0037037	FBpp0077942	1058	0.5558	85	588	0.4003
FBgn0037042	FBpp0077944	195	0.5897	34	115	0.4189
FBgn0037044	FBpp0077945	448	0.3795	44	170	0.3789
FBgn0028402	FBpp0077946	486	0.4938	79	240	0.4095
FBgn0026179	FBpp0077947	1325	0.6038	140	800	0.4283
FBgn0053284	FBpp0077949	115	0.8087	46	93	0.4878
FBgn0037050	FBpp0077950	411	0.6423	63	264	0.4346
FBgn0037057	FBpp0077954	446	0.1682	28	75	0.3199
FBgn0037060	FBpp0298376	733	0.8213	128	602	0.4894
FBgn0028427	FBpp0077962	448	0.3862	29	173	0.3760
FBgn0004865	FBpp0077963	862	0.5882	137	507	0.4565
FBgn0037061	FBpp0077965	124	0.2742	20	34	0.3603
FBgn0037059	FBpp0077966	523	0.8088	92	423	0.4753
FBgn0053056	FBpp0077967	343	0.3294	22	113	0.3632
FBgn0053054	FBpp0077972	161	0.3602	35	58	0.3680
FBgn0041100	FBpp0077974	482	0.3838	58	185	0.3760
FBgn0024150	FBpp0303100	1727	0.4453	99	769	0.3757
FBgn0037051	FBpp0077979	646	0.7817	86	505	0.4732
FBgn0020294	FBpp0077980	1049	0.7007	164	735	0.4550
FBgn0053285	FBpp0077981	223	0.7982	55	178	0.4712
FBgn0037045	FBpp0077983	274	0.2956	26	81	0.3495
FBgn0003415	FBpp0111743	2768	0.5318	124	1472	0.4117
FBgn0053286	FBpp0112371	1062	0.5734	115	609	0.4124
FBgn0053287	FBpp0288512	1101	0.6222	124	685	0.4314
FBgn0037040	FBpp0113110	1104	0.6105	125	674	0.4292
FBgn0037039	FBpp0305481	289	0.2699	28	78	0.3180
FBgn0037038	FBpp0077990	292	0.1918	14	56	0.3199
FBgn0037036	FBpp0077991	275	0.2073	26	57	0.3237
FBgn0037068	FBpp0077993	140	0.4643	30	65	0.3625
FBgn0037069	FBpp0077994	119	0.4538	24	54	0.3569
FBgn0037071	FBpp0077995	330	0.4818	41	159	0.3938
FBgn0037073	FBpp0077998	814	0.5737	72	467	0.4348
FBgn0052436	FBpp0077999	1737	0.5060	80	879	0.4089
FBgn0052437	FBpp0078000	650	0.6692	104	435	0.4338
FBgn0052440	FBpp0078001	85	0.8941	65	76	0.4974
FBgn0053288	FBpp0290235	1115	0.6753	240	753	0.4487
FBgn0005694	FBpp0303189	454	0.6652	68	302	0.4481
FBgn0037087	FBpp0078009	160	0.4375	23	70	0.4068
FBgn0037090	FBpp0078010	559	0.3059	23	171	0.3583
FBgn0037092	FBpp0304961	368	0.3886	42	143	0.3270
FBgn0037093	FBpp0078013	1157	0.7545	289	873	0.5006
FBgn0037094	FBpp0078015	630	0.3571	53	225	0.3893
FBgn0053289	FBpp0293869	474	0.3819	37	181	0.3489
FBgn0015283	FBpp0078024	396	0.4621	42	183	0.4117
FBgn0028663	FBpp0078025	89	0.0449	3	4	0.2588
FBgn0053290	FBpp0078026	171	0.7193	50	123	0.4335
FBgn0037101	FBpp0078027	579	0.6408	94	371	0.4329
FBgn0052438	FBpp0290815	1034	0.5977	73	618	0.4354
FBgn0052441	FBpp0289334	227	0.3480	23	79	0.3510
FBgn0037102	FBpp0078032	232	0.7543	53	175	0.4753
FBgn0037099	FBpp0078035	564	0.7979	132	450	0.4888
FBgn0037098	FBpp0312393	2462	0.8387	296	2065	0.5082
FBgn0029152	FBpp0078038	386	0.5544	73	214	0.4188
FBgn0026371	FBpp0078042	769	0.5306	52	408	0.4047
FBgn0015239	FBpp0078045	601	0.4343	44	261	0.3839
FBgn0037086	FBpp0078047	289	0.6332	59	183	0.4037
FBgn0037085	FBpp0078048	382	0.7513	101	287	0.4530
FBgn0014143	FBpp0078049	508	0.4350	61	221	0.3873
FBgn0037082	FBpp0078051	711	0.4838	42	344	0.3951
FBgn0037081	FBpp0078053	556	0.7248	72	403	0.4800
FBgn0002842	FBpp0078055	275	0.6291	58	173	0.4320
FBgn0037078	FBpp0304181	263	0.7985	112	210	0.4795
FBgn0037076	FBpp0078057	367	0.5150	56	189	0.4064
FBgn0037074	FBpp0078058	1291	0.4981	87	643	0.4056
FBgn0003042	FBpp0078059	390	0.9000	179	351	0.5446
FBgn0037070	FBpp0078061	358	0.3855	39	138	0.3838
FBgn0037067	FBpp0078063	127	0.4094	36	52	0.3563
FBgn0037065	FBpp0078065	363	0.3554	61	129	0.3263
FBgn0027945	FBpp0078066	165	0.4545	22	75	0.3793
FBgn0037064	FBpp0078069	596	0.7534	136	449	0.4593
FBgn0037063	FBpp0078071	278	0.4137	25	115	0.3563
FBgn0037106	FBpp0290383	404	0.6832	72	276	0.4487
FBgn0037108	FBpp0078076	475	0.3284	31	156	0.3499
FBgn0037110	FBpp0078077	154	0.2143	23	33	0.3156
FBgn0043783	FBpp0078078	370	0.4216	56	156	0.3743
FBgn0052445	FBpp0078079	367	0.3243	17	119	0.3572
FBgn0052446	FBpp0303150	89	0.6517	44	58	0.4184
FBgn0037115	FBpp0078083	642	0.3879	49	249	0.3651
FBgn0037117	FBpp0078084	830	0.8952	139	743	0.4832
FBgn0037121	FBpp0078086	149	0.2685	18	40	0.3469
FBgn0037125	FBpp0078087	192	0.5469	71	105	0.4050
FBgn0037128	FBpp0078088	257	0.7121	69	183	0.4526
FBgn0037131	FBpp0078089	274	0.6168	83	169	0.4357
FBgn0037133	FBpp0078090	74	0.5811	21	43	0.3698
FBgn0000560	FBpp0078091	373	0.6220	56	232	0.4239
FBgn0022936	FBpp0078093	324	0.4969	54	161	0.4147
FBgn0037134	FBpp0078094	168	0.7202	98	121	0.4427
FBgn0037135	FBpp0078095	638	0.5031	90	321	0.4117
FBgn0037139	FBpp0078098	122	0.0738	6	9	0.3028
FBgn0037138	FBpp0078099	574	0.3693	24	212	0.3745
FBgn0046301	FBpp0078102	454	0.3084	28	140	0.3655
FBgn0052448	FBpp0288686	85	0.5059	22	43	0.3852
FBgn0037130	FBpp0078104	627	0.3892	35	244	0.3785
FBgn0037129	FBpp0078106	269	0.4944	74	133	0.4014
FBgn0037127	FBpp0078107	166	0.5361	26	89	0.3965
FBgn0037126	FBpp0078108	190	0.6421	29	122	0.4143
FBgn0037124	FBpp0078109	171	0.6257	61	107	0.4248
FBgn0037123	FBpp0078110	195	0.7641	116	149	0.4640
FBgn0037122	FBpp0078111	228	0.7193	37	164	0.4452
FBgn0037120	FBpp0078112	522	0.7165	57	374	0.4370
FBgn0052447	FBpp0078115	658	0.4179	78	275	0.3596
FBgn0037116	FBpp0078116	1486	0.4502	73	669	0.3827
FBgn0037114	FBpp0078117	137	0.5620	40	77	0.3940
FBgn0037109	FBpp0078118	1475	0.5675	152	837	0.4203
FBgn0037107	FBpp0290384	467	0.3512	27	164	0.3665
FBgn0037105	FBpp0078120	1012	0.3607	67	365	0.3676
FBgn0037140	FBpp0078124	568	0.2535	48	144	0.3016
FBgn0037142	FBpp0078125	1536	0.4987	101	766	0.3943
FBgn0037144	FBpp0078128	572	0.2780	48	159	0.3216
FBgn0029091	FBpp0306214	1393	0.2771	48	386	0.3155
FBgn0037146	FBpp0078130	776	0.3028	54	235	0.3525
FBgn0000045	FBpp0078131	376	0.3032	25	114	0.3590
FBgn0004514	FBpp0078132	601	0.3827	83	230	0.3516
FBgn0037149	FBpp0078133	194	0.8918	88	173	0.4839
FBgn0000100	FBpp0078134	317	0.3281	25	104	0.3697
FBgn0004414	FBpp0078135	83	0.3133	12	26	0.3169
FBgn0037151	FBpp0078137	128	0.5938	35	76	0.4061
FBgn0037150	FBpp0078138	353	0.4901	31	173	0.3980
FBgn0027532	FBpp0078139	969	0.6594	81	639	0.4540
FBgn0037147	FBpp0113038	533	0.5009	48	267	0.4033
FBgn0037141	FBpp0078142	885	0.6655	89	589	0.4570
FBgn0015075	FBpp0078144	727	0.3783	37	275	0.3732
FBgn0004179	FBpp0078146	249	0.5542	32	138	0.4009
FBgn0025702	FBpp0297551	1018	0.5314	207	541	0.4201
FBgn0027086	FBpp0078150	1229	0.3808	54	468	0.3804
FBgn0052450	FBpp0078153	158	0.4810	68	76	0.3929
FBgn0037162	FBpp0078155	538	0.9071	122	488	0.5282
FBgn0037164	FBpp0078156	341	0.2170	32	74	0.3029
FBgn0037165	FBpp0078157	305	0.2098	17	64	0.2884
FBgn0037166	FBpp0078158	340	0.2500	37	85	0.3115
FBgn0037167	FBpp0078159	305	0.2098	26	64	0.3076
FBgn0037163	FBpp0078160	334	0.3683	56	123	0.3453
FBgn0004449	FBpp0303192	3349	0.5172	119	1732	0.4068
FBgn0011771	FBpp0078162	1126	0.3108	41	350	0.3555
FBgn0037156	FBpp0078163	158	0.6899	39	109	0.4666
FBgn0028500	FBpp0078164	1429	0.3639	75	520	0.3678
FBgn0037169	FBpp0078165	189	0.2646	33	50	0.2718
FBgn0037170	FBpp0078166	516	0.2500	24	129	0.3296
FBgn0037172	FBpp0078167	145	0.8483	68	123	0.4842
FBgn0037174	FBpp0100135	271	0.3875	21	105	0.3641
FBgn0037176	FBpp0288413	213	0.3192	15	68	0.3478
FBgn0037179	FBpp0078171	133	0.8346	111	111	0.6034
FBgn0037180	FBpp0078172	117	0.8462	99	99	0.6055
FBgn0052453	FBpp0078173	120	0.8333	99	100	0.5719
FBgn0037181	FBpp0078174	346	0.5087	53	176	0.3856
FBgn0052452	FBpp0078175	574	0.8746	282	502	0.5430
FBgn0037185	FBpp0078180	362	0.3398	48	123	0.3348
FBgn0260481	FBpp0078181	534	0.3483	38	186	0.3670
FBgn0037188	FBpp0078182	680	0.6191	47	421	0.4379
FBgn0052451	FBpp0304415	1062	0.3861	95	410	0.3595
FBgn0037191	FBpp0078186	205	0.6585	65	135	0.4241
FBgn0010830	FBpp0078187	585	0.6855	94	401	0.4455
FBgn0037186	FBpp0112101	518	0.3340	29	173	0.3626
FBgn0037184	FBpp0078189	372	0.6022	42	224	0.4280
FBgn0037183	FBpp0078190	264	0.4583	39	121	0.3982
FBgn0037182	FBpp0304160	553	0.6528	66	361	0.4327
FBgn0037178	FBpp0078193	117	0.8462	99	99	0.6055
FBgn0037177	FBpp0078194	120	0.8333	99	100	0.5719
FBgn0037175	FBpp0304162	194	0.3969	21	77	0.3637
FBgn0037171	FBpp0423123	156	0.9359	92	146	0.5904
FBgn0037195	FBpp0078198	196	0.4592	37	90	0.3960
FBgn0037197	FBpp0078199	152	0.4408	23	67	0.3582
FBgn0053169	FBpp0078200	58	0.4655	27	27	0.3949
FBgn0037200	FBpp0078203	439	0.2847	25	125	0.3595
FBgn0037202	FBpp0078205	438	0.4247	28	186	0.3817
FBgn0037203	FBpp0078206	604	0.2070	27	125	0.2619
FBgn0037204	FBpp0078209	229	0.6681	46	153	0.4284
FBgn0037205	FBpp0078210	1059	0.4230	96	448	0.3867
FBgn0037206	FBpp0078211	429	0.7133	88	306	0.4611
FBgn0037207	FBpp0078212	437	0.5011	54	219	0.4090
FBgn0052457	FBpp0289846	163	0.7975	93	130	0.4960
FBgn0052461	FBpp0078218	252	0.7619	65	192	0.4557
FBgn0044324	FBpp0078219	926	0.7354	173	681	0.4782
FBgn0010348	FBpp0078222	182	0.2802	12	51	0.3542
FBgn0037199	FBpp0078227	166	0.3012	18	50	0.3369
FBgn0052459	FBpp0078228	355	0.7465	51	265	0.4614
FBgn0052462	FBpp0078229	284	0.4049	20	115	0.3597
FBgn0046878	FBpp0078233	242	0.4628	31	112	0.3798
FBgn0037402	FBpp0078234	129	0.6124	31	79	0.4282
FBgn0037405	FBpp0078236	730	0.7288	108	532	0.4674
FBgn0037406	FBpp0078237	308	0.4903	60	151	0.3601
FBgn0037408	FBpp0300637	489	0.2618	22	128	0.3148
FBgn0037409	FBpp0078240	533	0.5947	42	317	0.4142
FBgn0037410	FBpp0078241	390	0.5385	69	210	0.3927
FBgn0037411	FBpp0078243	288	0.4722	28	136	0.3613
FBgn0037413	FBpp0078244	202	0.4554	29	92	0.3450
FBgn0027527	FBpp0078245	312	0.3013	21	94	0.3258
FBgn0037414	FBpp0078246	288	0.3194	27	92	0.3326
FBgn0037415	FBpp0078247	274	0.4234	30	116	0.3640
FBgn0037416	FBpp0078248	233	0.4077	39	95	0.3495
FBgn0037419	FBpp0078251	295	0.3966	40	117	0.3510
FBgn0037421	FBpp0078253	323	0.6068	97	196	0.4220
FBgn0037422	FBpp0078254	210	0.3571	31	75	0.3212
FBgn0040279	FBpp0078255	268	0.3694	38	99	0.3247
FBgn0037424	FBpp0078256	214	0.3925	56	84	0.3477
FBgn0051561	FBpp0078257	278	0.3777	40	105	0.3244
FBgn0051560	FBpp0078258	279	0.6487	92	181	0.4610
FBgn0037427	FBpp0306604	750	0.5333	84	400	0.4285
FBgn0037428	FBpp0078260	306	0.3170	45	97	0.3313
FBgn0037420	FBpp0291511	149	0.0268	3	4	0.2247
FBgn0037418	FBpp0078263	302	0.3642	32	110	0.3473
FBgn0037412	FBpp0306889	395	0.3089	27	122	0.3271
FBgn0051559	FBpp0078265	454	0.7115	58	323	0.4470
FBgn0046875	FBpp0078266	146	0.4658	16	68	0.3659
FBgn0046876	FBpp0078267	245	0.5959	36	146	0.4108
FBgn0026077	FBpp0078268	258	0.3643	25	94	0.3754
FBgn0037399	FBpp0078269	397	0.1839	23	73	0.2982
FBgn0037398	FBpp0078270	743	0.6151	154	457	0.4476
FBgn0037396	FBpp0078272	336	0.3393	41	114	0.3753
FBgn0037374	FBpp0078273	197	0.1168	10	23	0.2629
FBgn0037375	FBpp0289962	673	0.5795	82	390	0.4400
FBgn0028690	FBpp0078278	502	0.4741	75	238	0.4018
FBgn0037377	FBpp0078279	449	0.4833	136	217	0.4127
FBgn0037379	FBpp0078280	959	0.6809	86	653	0.4677
FBgn0037384	FBpp0078287	319	0.8715	128	278	0.4943
FBgn0037386	FBpp0112109	502	0.2311	37	116	0.2883
FBgn0037387	FBpp0078292	491	0.1914	38	94	0.2791
FBgn0037388	FBpp0078294	244	0.6352	34	155	0.4246
FBgn0028436	FBpp0078296	409	0.5257	58	215	0.4195
FBgn0037395	FBpp0301222	362	0.4337	38	157	0.3836
FBgn0003261	FBpp0078301	719	0.5021	88	361	0.4153
FBgn0010403	FBpp0078304	141	0.1489	8	21	0.3248
FBgn0011281	FBpp0311428	174	0.3161	23	55	0.3677
FBgn0040679	FBpp0078306	59	0.8305	46	49	0.5689
FBgn0037391	FBpp0078310	643	0.3515	42	226	0.3731
FBgn0029088	FBpp0078314	1218	0.3842	79	468	0.3542
FBgn0037383	FBpp0310534	227	0.6388	108	145	0.4164
FBgn0037382	FBpp0078316	701	0.5563	93	390	0.4239
FBgn0037378	FBpp0078317	235	0.2979	21	70	0.3562
FBgn0037376	FBpp0078318	405	0.5309	85	215	0.3983
FBgn0037372	FBpp0078327	374	0.5508	56	206	0.4274
FBgn0037329	FBpp0078330	431	0.5824	87	251	0.4237
FBgn0011715	FBpp0078331	370	0.5216	63	193	0.4238
FBgn0037332	FBpp0311430	1047	0.4508	83	472	0.4019
FBgn0051550	FBpp0307746	835	0.7521	94	628	0.4841
FBgn0010051	FBpp0078336	2837	0.3955	48	1122	0.3695
FBgn0037338	FBpp0078337	763	0.5898	109	450	0.4362
FBgn0037341	FBpp0078338	363	0.3912	68	142	0.3741
FBgn0041191	FBpp0078342	182	0.4176	28	76	0.3892
FBgn0037345	FBpp0078348	198	0.5303	38	105	0.3940
FBgn0037347	FBpp0271885	478	0.3431	34	164	0.3663
FBgn0019637	FBpp0078353	725	0.8952	292	649	0.5600
FBgn0037351	FBpp0078354	205	0.4098	45	84	0.3911
FBgn0051551	FBpp0078355	1393	0.8945	659	1246	0.5656
FBgn0051549	FBpp0078356	257	0.1245	11	32	0.3123
FBgn0037354	FBpp0078357	257	0.1634	14	42	0.3239
