"Probe","gene","FBgn ID","stage/tissue","term"
"LP03218","CG11406","FBcl0188874","stage 6-7","Zygotic"
"LP03218","CG11406","FBcl0188874","stage 8-9","Ubiquitous"
"LP03218","CG11406","FBcl0188874","stage 8-9","Weak expression (>41ms exp)"
"LP03218","CG11406","FBcl0188874","stage 8-9","Expressed"
"LP03218","CG11406","FBcl0188874","stage 8-9","Stage 8-9"
"LP03218","CG11406","FBcl0188874","stage 10-17","Expressed"
"LP03218","CG11406","FBcl0188874","stage 10-17","Zygotic"
"LP03218","CG11406","FBcl0188874","stage 10-17","Localized"
"LP03218","CG11406","FBcl0188874","stage 10-17","Blastoderm nuclei"
"LP03218","CG11406","FBcl0188874","stage 10-17","CNS"
"LP03218","CG11406","FBcl0188874","stage 10-17","Subcellular localization patterns"
"LP03218","CG11406","FBcl0188874","stage 10-17","Stage 10-17"
"LP03218","CG11406","FBcl0188874","stage 10-17","Salivary glands lumen"
"LP03218","CG11406","FBcl0188874","stage 10-17","Gonads"
"LP03218","CG11406","FBcl0188874","stage 10-17","Specific Gonad pattern"
"LP03218","CG11406","FBcl0188874","stage 10-17","Salivary glands"
"LP03218","CG11406","FBcl0188874","stage 10-17","Segmented pattern"
"LP03218","CG11406","FBcl0188874","stage 10-17","Perinuclear localization"
"LP03218","CG11406","FBcl0188874","stage 10-17","Perinuclear around ectoderm nuclei"
"LP03218","CG11406","FBcl0188874","stage 10-17","Germ cell nuclei"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","","Annotated by Ronit"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","","Annotated by Abby"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","","Non coding gene"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","","Annotated by Zhantao"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Diffuse localization-ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Late Spermatocytes- TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Expression level-AG"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Individualizing Spermatids  - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Scattered Foci - SV"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic in anterior ejaculatory papilla-ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Anterior ejaculatory duct papilla-ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Main cells -AG"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cell type - AG"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic-MC"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Secondary cells - AG"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic-SC"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic-ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cell type - ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic Foci - ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Subcellularly localized - ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cell type - SV"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Basal Enrichment-SV"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic-SV"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic Foci - SV"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Subcellularly localized - SV"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Distal tip region-TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Spermatogonium-TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic in spermatogonium-TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Testis Cell type and stage - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Tail cyst cell  - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Elongating Tail Cyst Cell - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Spermatids -TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Elongating Tail Cyst Cell Cytoplasm - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Individualizing Tail Cyst Cell - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Waste Bag  - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Round spermatids-TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic in round spermatids-TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Spermatocytes -TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic in Spermatocytes  - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic in late spermatocytes - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Sleeve - ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Lumenal-ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Lumenal-SV"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic Foci - AG"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Individualizing Tail Cyst Cell Cytoplasm - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Elongating Spermatids  - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic in elongating spermatids-TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic in individualizing spermatids - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Expression level-ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Expression level-SV"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Expressed Low - SV"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Higher expression in tip region"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Germline stem cell"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Specific tip region cells-TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic in germline stem cells - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Expression level-TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Terminal Epithelium - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cytoplasmic in terminal epithelium - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Testis"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Accessory Gland"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Male reproductive tissues"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Adult Tissues"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Expressed Low  - AG"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Ejaculatory Duct"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Expressed Low - ED"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Seminal Vesicle"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cyst cells -TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Expressed Medium - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Expressed in distal tip region - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Subcellularly localized - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","Male reproductive tissues","Cystic bulge  - TE"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 1-3","Maternal"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 1-3","Ubiquitous"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 1-3","Stage 1-3"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 1-3","Expressed"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 1-3","Weak expression (>41ms exp)"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 4-5","Ubiquitous"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 4-5","Weak expression (>41ms exp)"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 4-5","Maternal"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 4-5","Stage 4-5"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 4-5","Expressed"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 6-7","Stage 6-7"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 6-7","Expressed"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 6-7","Weak expression (>41ms exp)"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 6-7","Degraded partially stage 6"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 6-7","Degraded"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 6-7","Ubiquitous"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 8-9","Ubiquitous"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 8-9","Weak expression (>41ms exp)"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 8-9","Stage 8-9"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 8-9","Expressed"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Stage 10-17"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Expressed"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Salivary glands"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Midgut"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Inside Yolk nuclei"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Yolk nuclei"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Ectoderm"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Small Foci in other tissues"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Small Foci in ectoderm"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Small Foci"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Foci"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Subcellular localization patterns"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Localized"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","stage 10-17","Zygotic"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Proventriculus foci"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Subcellular localization in proventriculus"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Expressed in proventriculus"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Expressed in midgut"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Malpighian tubules - Perinuclear"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Subcellular localization in malpighian tubules"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Expressed in malpighian tubules"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Hindgut foci"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Hindgut perinuclear"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Subcellular localization in hindgut"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Expressed in hindgut"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Expressed in gastric caeca"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","Intestine"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","intestine","3rd Instar Larval Tissues"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","imaginal discs","Morphogenetic furrow"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","imaginal discs","Eye disc photo-receptors"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","imaginal discs","Eye disc particular pattern"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","imaginal discs","Eye disc few cells - dots"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","imaginal discs","Expressed in eye disc"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","imaginal discs","Imaginal discs"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","imaginal discs","3rd Instar Larval Tissues"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","nervous system","Ventral nerve cord - perinuclear localization"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","nervous system","Expressed in ventral nerve cord"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","nervous system","Optic lobe subcellular"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","nervous system","Optic lobe"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","nervous system","Brain lobes - Significant area"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","nervous system","Expressed in brain lobes"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","nervous system","3rd Instar Larval Tissues"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","nervous system","Nervous system"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","salivary gland","Salivary gland - Cytoplasmic foci"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","salivary gland","Nascent transcript in salivary gland"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","salivary gland","Subcellular localization in salivary gland"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","salivary gland","3rd Instar Larval Tissues"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","salivary gland","Salivary gland"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","muscles","Localized to larval muscle band"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","muscles","Sub-cellular localization in muscles-Larva"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","muscles","Expressed in larval muscles-Larva"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","muscles","3rd Instar Larval Tissues"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","muscles","Larval Muscles - larva"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","lymph glands and ring glands","Lymph Glands"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","lymph glands and ring glands","Lymph Glands and Ring Glands"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","lymph glands and ring glands","3rd Instar Larval Tissues"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","lymph glands and ring glands","Expressed in lymph glands"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","lymph glands and ring glands","Ring gland"
"LP03188","CR33938 (pncr002:3R)","FBcl0187891","lymph glands and ring glands","Expressed in ring gland"
"LP03332","Lsp2","FBcl0191777","","Annotated by Ronit"
"LP03332","Lsp2","FBcl0191777","stage 1-3","Weak expression (>41ms exp)"
"LP03332","Lsp2","FBcl0191777","stage 1-3","Expressed"
"LP03332","Lsp2","FBcl0191777","stage 1-3","Maternal"
"LP03332","Lsp2","FBcl0191777","stage 1-3","Stage 1-3"
"LP03332","Lsp2","FBcl0191777","stage 1-3","Ubiquitous"
"LP03332","Lsp2","FBcl0191777","stage 4-5","Subcellular localization patterns"
"LP03332","Lsp2","FBcl0191777","stage 4-5","Expressed"
"LP03332","Lsp2","FBcl0191777","stage 4-5","Stage 4-5"
"LP03332","Lsp2","FBcl0191777","stage 4-5","Maternal"
"LP03332","Lsp2","FBcl0191777","stage 4-5","Weak expression (>41ms exp)"
"LP03332","Lsp2","FBcl0191777","stage 4-5","Embryonic localization patterns"
"LP03332","Lsp2","FBcl0191777","stage 4-5","Localized"
"LP03332","Lsp2","FBcl0191777","stage 4-5","Exclusionary patterns"
"LP03332","Lsp2","FBcl0191777","stage 4-5","Pole cell exclusion"
"LP03332","Lsp2","FBcl0191777","stage 6-7","Stage 6-7"
"LP03332","Lsp2","FBcl0191777","stage 6-7","Weak expression (>41ms exp)"
"LP03332","Lsp2","FBcl0191777","stage 6-7","Expressed"
"LP03332","Lsp2","FBcl0191777","stage 6-7","Ubiquitous"
"LP03332","Lsp2","FBcl0191777","stage 8-9","Ubiquitous"
"LP03332","Lsp2","FBcl0191777","stage 8-9","Weak expression (>41ms exp)"
"LP03332","Lsp2","FBcl0191777","stage 8-9","Subset blastoderm nuclei"
"LP03332","Lsp2","FBcl0191777","stage 8-9","Expression in API"
"LP03332","Lsp2","FBcl0191777","stage 8-9","Random blastoderm nuclei"
"LP03332","Lsp2","FBcl0191777","stage 8-9","Zygotic"
"LP03332","Lsp2","FBcl0191777","stage 8-9","Stage 8-9"
"LP03332","Lsp2","FBcl0191777","stage 8-9","Blastoderm nuclei"
"LP03332","Lsp2","FBcl0191777","stage 8-9","Expressed"
"LP03332","Lsp2","FBcl0191777","stage 10-17","Expressed"
"LP03332","Lsp2","FBcl0191777","stage 10-17","Stage 10-17"
"LP03332","Lsp2","FBcl0191777","stage 10-17","Localized"
"LP03332","Lsp2","FBcl0191777","stage 10-17","Malpighian tubules"
"LP03332","Lsp2","FBcl0191777","stage 10-17","Midgut"
"LP03332","Lsp2","FBcl0191777","stage 10-17","Zygotic"
"LP03341","CG30035 (LP03341)","FBcl0190868","","Annotated by Ronit"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 1-3","Weak expression (>41ms exp)"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 1-3","Maternal"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 1-3","Stage 1-3"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 1-3","Expressed"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 1-3","Ubiquitous"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Subcellular localization patterns"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Degraded completely stage 5"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Degradation maternal transcripts"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Pole cell exclusion"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Maternal"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Exclusionary patterns"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Degraded"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Localized"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Weak expression (>41ms exp)"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Embryonic localization patterns"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Stage 4-5"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 4-5","Expressed"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Weak expression (>41ms exp)"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Random blastoderm nuclei"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Cytoplasmic foci"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Random yolk nuclei"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Subcellular localization patterns"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Stage 6-7"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Expressed"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Zygotic"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Subset blastoderm nuclei"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Subset yolk nuclei"
"LP03341","CG30035 (LP03341)","FBcl0190868","stage 6-7","Blastoderm nuclei"
